108.8468382,35.62821003,1047.086586
108.8462633,35.62793731,1044.778059
108.8474327,35.62686968,1033.89193
108.8479339,35.62722219,1033.005703
108.8468382,35.62821008,1047.088325
108.8468502,35.62819908,1046.586699
108.8462823,35.62792277,1044.253833
108.8462961,35.62790724,1043.76519
108.846863,35.62818692,1046.034985
108.8468745,35.6281776,1045.598319
108.8463075,35.62789678,1043.412306
108.8463218,35.6278849,1042.997349
108.8468868,35.62816582,1045.065301
108.8468991,35.62815566,1044.59027
108.8463315,35.62787532,1042.683325
108.8463439,35.6278646,1042.314327
108.8469097,35.62814758,1044.204415
108.8469196,35.62813738,1043.749574
108.846355,35.62785445,1041.971916
108.8463688,35.62784106,1041.531959
108.8469319,35.62812596,1043.229556
108.846945,35.62811326,1042.655552
108.8463813,35.62782886,1041.129758
108.8463974,35.62781458,1040.643507
108.8469598,35.62810045,1042.062794
108.8469764,35.62808512,1041.363443
108.8464116,35.62780214,1040.217902
108.8464276,35.62778853,1039.860834
108.8469948,35.62806839,1040.597849
108.8470125,35.62805326,1039.895695
108.8464443,35.62777198,1039.451402
108.8464643,35.62775311,1039.110998
108.8470302,35.62803747,1039.360598
108.8470536,35.62801646,1038.787585
108.846491,35.62772763,1038.689832
108.8465187,35.627703,1038.269359
108.8470723,35.62799903,1038.310493
108.847095,35.62797926,1037.79913
108.84654,35.62768304,1037.936673
108.8465727,35.62765493,1037.450014
108.8471187,35.62795912,1037.413299
108.8471436,35.62793574,1036.979231
108.8465999,35.62762989,1037.030231
108.8466301,35.62760227,1036.564686
108.8471684,35.62791603,1036.721183
108.8471902,35.62789217,1036.555589
108.8466567,35.62757857,1036.157383
108.8466815,35.62755551,1035.725898
108.8472149,35.62787463,1036.448104
108.847234,35.62785075,1036.164761
108.8467053,35.62753151,1035.291889
108.8467332,35.6275073,1034.816375
108.8472531,35.6278356,1035.944423
108.8472804,35.62781158,1035.609954
108.8467632,35.62747877,1034.282742
108.8467964,35.62744837,1033.704391
108.8473078,35.62778505,1035.252456
108.8473313,35.62776243,1034.947669
108.8468279,35.6274219,1033.177889
108.8468606,35.62739208,1032.745814
108.8473662,35.62773516,1034.547133
108.8473971,35.6277046,1034.140289
108.8468887,35.62736883,1032.573838
108.8469191,35.62733714,1032.365739
108.8474396,35.62767035,1033.644273
108.8474743,35.62763582,1033.184848
108.8469519,35.62730631,1032.15277
108.8469882,35.62727635,1031.949095
108.8475045,35.62760848,1032.808736
108.8475382,35.62758195,1032.42021
108.8470166,35.62724633,1031.759166
108.8470714,35.62719763,1031.628854
108.8475672,35.62755701,1032.190647
108.8476028,35.62752413,1032.555908
108.847107,35.62716431,1031.864179
108.8471437,35.62713111,1032.094756
108.8476328,35.62749512,1032.868787
108.8476604,35.62747087,1033.148569
108.8471756,35.62710165,1032.301292
108.8472189,35.62706586,1032.545399
108.847692,35.6274375,1033.199807
108.8477318,35.62740415,1033.164409
108.8472473,35.62703586,1032.859754
108.8472937,35.62700058,1033.229437
108.8477659,35.62737357,1033.137509
108.8477932,35.62734947,1033.114454
108.8473152,35.62697324,1033.515988
108.8473559,35.62694058,1033.858311
108.8478317,35.62731351,1033.083416
108.8478692,35.6272783,1033.061847
108.8473818,35.62691669,1033.891975
108.8474089,35.62688997,1033.891949
108.8479056,35.62724493,1033.031518
108.8479238,35.62723103,1033.014263
108.8479104,35.62730522,1032.970015
108.8468716,35.62822903,1047.536267
108.8468366,35.62820941,1047.07871
108.8462646,35.62793608,1044.737437
