50,0
49.999975,0.049999992
49.9999,0.099999933
49.999775,0.149999775
49.9996,0.199999467
49.999375,0.249998958
49.9991,0.2999982
49.99877501,0.349997142
49.99840001,0.399995733
49.99797501,0.449993925
49.99750002,0.499991667
49.99697503,0.549988908
49.99640004,0.5999856
49.99577506,0.649981692
49.99510008,0.699977134
49.99437511,0.749971875
49.99360014,0.799965867
49.99277517,0.849959059
49.99190022,0.899951401
49.99097527,0.949942843
49.99000033,0.999933335
49.98897541,1.049922827
49.98790049,1.099911269
49.98677558,1.149898611
49.98560069,1.199884803
49.98437581,1.249869796
49.98310095,1.299853538
49.98177611,1.349835981
49.98040128,1.399817074
49.97897647,1.449796767
49.97750169,1.49977501
49.97597692,1.549751754
49.97440218,1.599726947
49.97277747,1.649700541
49.97110278,1.699672486
49.96937813,1.74964273
49.9676035,1.799611225
49.9657789,1.849577921
49.96390434,1.899542766
49.96197982,1.949505713
49.96000533,1.999466709
49.95798089,2.049425707
49.95590648,2.099382654
49.95378212,2.149337503
49.95160781,2.199290202
49.94938354,2.249240702
49.94710933,2.299188952
49.94478517,2.349134904
49.94241106,2.399078506
49.93998701,2.449019709
49.93751302,2.498958464
49.93498909,2.548894719
49.93241523,2.598828425
49.92979144,2.648759533
49.92711771,2.698687991
49.92439406,2.748613751
49.92162049,2.798536763
49.91879699,2.848456976
49.91592357,2.89837434
49.91300024,2.948288806
49.910027,2.998200324
49.90700384,3.048108844
49.90393078,3.098014315
49.90080781,3.147916688
49.89763495,3.197815914
49.89441218,3.247711942
49.89113952,3.297604722
49.88781698,3.347494204
49.88444454,3.397380339
49.88102222,3.447263077
49.87755001,3.497142367
49.87402793,3.54701816
49.87045598,3.596890406
49.86683415,3.646759055
49.86316246,3.696624058
49.85944091,3.746485364
49.85566949,3.796342923
49.85184822,3.846196686
49.8479771,3.896046603
49.84405613,3.945892624
49.84008532,3.995734698
49.83606466,4.045572778
49.83199417,4.095406811
49.82787385,4.145236749
49.8237037,4.195062542
49.81948373,4.24488414
49.81521393,4.294701493
49.81089432,4.344514551
49.8065249,4.394323265
49.80210568,4.444127585
49.79763665,4.49392746
49.79311783,4.543722841
49.78854921,4.593513679
49.7839308,4.643299923
49.77926261,4.693081524
49.77454464,4.742858432
49.76977689,4.792630597
49.76495938,4.842397969
49.7600921,4.892160499
49.75517506,4.941918137
49.75020826,4.991670832
49.74519172,5.041418536
49.74012543,5.091161199
49.7350094,5.140898771
49.72984363,5.190631201
49.72462814,5.240358441
49.71936292,5.290080441
49.71404798,5.339797151
49.70868333,5.389508521
49.70326896,5.439214501
49.6978049,5.488915042
49.69229113,5.538610094
49.68672768,5.588299608
49.68111454,5.637983533
49.67545171,5.68766182
49.66973922,5.73733442
49.66397705,5.787001282
49.65816522,5.836662357
49.65230372,5.886317596
49.64639258,5.935966948
49.64043179,5.985610364
49.63442136,6.035247795
49.6283613,6.084879191
49.62225161,6.134504501
49.61609229,6.184123677
49.60988336,6.233736669
49.60362482,6.283343427
49.59731668,6.332943902
49.59095894,6.382538044
49.5845516,6.432125804
49.57809469,6.481707131
49.57158819,6.531281977
49.56503212,6.580850291
49.55842649,6.630412024
49.5517713,6.679967127
49.54506656,6.72951555
49.53831227,6.779057244
49.53150845,6.828592158
49.52465509,6.878120244
49.51775221,6.927641452
49.51079981,6.977155732
49.5037979,7.026663035
49.49674649,7.076163312
49.48964558,7.125656512
49.48249518,7.175142586
49.47529529,7.224621486
49.46804594,7.27409316
49.46074711,7.323557561
49.45339882,7.373014638
49.44600108,7.422464342
49.4385539,7.471906624
49.43105727,7.521341433
49.42351122,7.570768722
49.41591574,7.620188439
49.40827084,7.669600537
49.40057654,7.719004965
49.39283283,7.768401673
49.38503974,7.817790614
49.37719726,7.867171736
49.3693054,7.916544992
49.36136417,7.965910331
49.35337358,8.015267704
49.34533364,8.064617061
