lon,lat
23.45398,113.47031, 
23.45527,113.46894, 
23.45657,113.46758, 
23.45787,113.46622, 
23.45916,113.46486, 
23.46045,113.4635, 
23.46175,113.46214, 
23.46304,113.46078, 
23.46434,113.45942, 
23.46563,113.45806, 
23.46692,113.4567, 
23.46822,113.45535, 
23.46951,113.45399, 
23.4708,113.45263, 
23.4721,113.45128, 
23.47339,113.44992, 
23.47468,113.44857, 
23.47597,113.44721, 
23.47726,113.44586, 
23.47855,113.44451, 
23.47984,113.44315, 
23.48112,113.4418, 
23.48241,113.44045, 
23.4837,113.43909, 
23.48499,113.43774, 
23.48627,113.43639, 
23.48756,113.43503, 
23.48885,113.43368, 
23.49013,113.43233, 
23.49142,113.43097, 
23.49271,113.42962, 
23.494,113.42826, 
23.49528,113.42691, 
23.49657,113.42555, 
23.49786,113.4242, 
23.49915,113.42285, 
23.50044,113.4215, 
23.50175,113.42016, 
23.50306,113.41882, 
23.50439,113.41751, 
23.50574,113.41621, 
23.50711,113.41492, 
23.5085,113.41366, 
23.50991,113.41242, 
23.51134,113.41121, 
23.5128,113.41002, 
23.51428,113.40885, 
23.51577,113.40771, 
23.51729,113.4066, 
23.51883,113.40551, 
23.52038,113.40445, 
23.52196,113.40341, 
23.52355,113.4024, 
23.52516,113.40142, 
23.52679,113.40046, 
23.52844,113.39952, 
23.5301,113.39862, 
23.53178,113.39774, 
23.53348,113.39689, 
23.5352,113.39606, 
23.53693,113.39526, 
23.53868,113.39449, 
23.54044,113.39375, 
23.54223,113.39305, 
23.54402,113.39237, 
23.54583,113.39173, 
23.54766,113.39111, 
23.5495,113.39053, 
23.55135,113.38999, 
23.55322,113.38948, 
23.5551,113.38901, 
23.557,113.38858, 
23.5589,113.38819, 
23.56082,113.38783, 
23.56274,113.38752, 
23.56468,113.38724, 
23.56662,113.38701, 
23.56857,113.38681, 
23.57053,113.38665, 
23.57249,113.38654, 
23.57446,113.38646, 
23.57643,113.38642, 
23.57841,113.38642, 
23.58039,113.38644, 
23.58236,113.38649, 
23.58434,113.38656, 
23.58633,113.38664, 
23.58831,113.38673, 
23.59029,113.38683, 
23.59227,113.38692, 
23.59425,113.38702, 
23.59624,113.38712, 
23.59822,113.38722, 
23.6002,113.38731, 
23.60218,113.38741, 
23.60417,113.3875, 
23.60615,113.3876, 
23.60813,113.3877, 
23.61011,113.3878, 
23.61209,113.3879, 
23.61408,113.388, 
23.61606,113.3881, 
23.61804,113.3882, 
23.62003,113.3883, 
23.62201,113.3884, 
23.624,113.3885, 
23.62599,113.3886, 
23.62798,113.3887, 
23.62996,113.3888, 
23.63195,113.3889, 
23.63394,113.389, 
23.63593,113.3891, 
23.63792,113.38921, 
23.63992,113.38931, 
23.64191,113.38941, 
23.64391,113.38951, 
23.64591,113.38961, 
23.64791,113.38971, 
23.64991,113.38981, 
23.65191,113.38991, 
23.65392,113.39002, 
23.65592,113.39012, 
23.65793,113.39022, 
23.65993,113.39032, 
23.66194,113.39042, 
23.66394,113.39052, 
23.66595,113.39062, 
23.66795,113.39072, 
23.66996,113.39082, 
23.67197,113.39092, 
23.67397,113.39102, 
23.67598,113.39112, 
23.67799,113.39122, 
23.68,113.39132, 
23.68201,113.39142, 
23.68402,113.39152, 
23.68603,113.39162, 
23.68804,113.39172, 
23.69005,113.39182, 
23.69206,113.39193, 
23.69407,113.39203, 
23.69608,113.39213, 
23.6981,113.39223, 
23.70011,113.39233, 
23.70212,113.39243, 
23.70414,113.39254, 
23.70615,113.39264, 
23.70816,113.39274, 
23.71018,113.39284, 
23.71219,113.39294, 
23.71421,113.39304, 
23.71622,113.39314, 
23.71823,113.39324, 
23.72025,113.39334, 
23.72226,113.39344, 
23.72428,113.39354, 
23.72629,113.39364, 
23.72831,113.39374, 
23.73032,113.39384, 
23.73234,113.39393, 
23.73435,113.39403, 
23.73637,113.39413, 
23.73838,113.39423, 
23.7404,113.39433, 
23.74242,113.39442, 
23.74443,113.39452, 
23.74645,113.39462, 
23.74847,113.39472, 
23.75049,113.39482, 
23.75251,113.39492, 
23.75453,113.39502, 
23.75655,113.39511, 
23.75857,113.39521, 
23.76059,113.39531, 
23.76261,113.3954, 
23.76463,113.39549, 
23.76665,113.39559, 
23.76867,113.39568, 
23.77069,113.39577, 
23.77271,113.39586, 
23.77474,113.39596, 
23.77677,113.39605, 
23.77879,113.39614, 
23.78082,113.39624, 
23.78285,113.39632, 
23.78488,113.39642, 
23.78691,113.39651, 
23.78894,113.3966, 
23.79097,113.39669, 
23.793,113.39678, 
23.79503,113.39687, 
23.79706,113.39697, 
23.79909,113.39707, 
23.80112,113.39716, 
23.80315,113.39726, 
23.80518,113.39735, 
23.80721,113.39744, 
23.80924,113.39753, 
23.81127,113.39763, 
23.81331,113.39772, 
23.81534,113.39781, 
23.81737,113.3979, 
23.8194,113.39799, 
23.82143,113.39808, 
23.82346,113.39818, 
23.8255,113.39827, 
23.82753,113.39836, 
23.82956,113.39845, 
23.8316,113.39854, 
23.83363,113.39863, 
23.83566,113.39873, 
23.8377,113.39882, 
23.83973,113.39891, 
23.84176,113.399, 
23.8438,113.39909, 
23.84583,113.39918, 
23.84786,113.39927, 
23.8499,113.39936, 
23.85194,113.39946, 
23.85397,113.39955, 
23.856,113.39965, 
23.85804,113.39974, 
23.86007,113.39983, 
23.86211,113.39992, 
23.86414,113.40001, 
23.86618,113.4001, 
23.86822,113.4002, 
23.87025,113.40029, 
23.87229,113.40038, 
23.87432,113.40047, 
23.87636,113.40057, 
23.87839,113.40066, 
23.88042,113.40075, 
23.88246,113.40084, 
23.88449,113.40093, 
23.88653,113.40102, 
23.88856,113.40111, 
23.8906,113.4012, 
23.89263,113.4013, 
23.89467,113.40139, 
23.8967,113.40148, 
23.89873,113.40157, 
23.9028,113.40176, 
23.90483,113.40185, 
23.90687,113.40194, 
23.91094,113.40212, 
23.91298,113.40222, 
23.91501,113.40231, 
23.91909,113.40249, 
23.92113,113.40258, 
23.92317,113.40268, 
23.92725,113.40286, 
23.92929,113.40295, 
23.93134,113.40303, 
23.93337,113.40313, 
23.9354,113.40321, 
23.93744,113.40331, 
23.93948,113.4034, 
23.94151,113.40349, 
23.94355,113.40358, 
23.94762,113.40376, 
23.94965,113.40385, 
23.95168,113.40394, 
23.95575,113.40412, 
23.95778,113.40422, 
23.95982,113.40431, 
23.96389,113.40449, 
23.96592,113.40458, 
23.96796,113.40467, 
23.97203,113.40485, 
23.97407,113.40494, 
23.97611,113.40503, 
23.98018,113.40522, 
23.98221,113.40531, 
23.98425,113.40539, 
23.98831,113.40558, 
23.99035,113.40567, 
23.99238,113.40576, 
23.99645,113.40594, 
23.99849,113.40603, 
24.00052,113.40612, 
24.00459,113.40631, 
24.00663,113.40641, 
24.00867,113.40649, 
24.01071,113.40658, 
24.01274,113.40667, 
24.01478,113.40676, 
24.01682,113.40685, 
24.01886,113.40695, 
24.0209,113.40704, 
24.02294,113.40713, 
24.02499,113.40722, 
24.02703,113.40732, 
24.02908,113.40741, 
24.03112,113.4075, 
24.03317,113.40759, 
24.03522,113.40768, 
24.03728,113.40777, 
24.03933,113.40786, 
24.04139,113.40796, 
24.04344,113.40805, 
24.0455,113.40814, 
24.04756,113.40824, 
24.04962,113.40833, 
24.05168,113.40843, 
24.05375,113.40852, 
24.05581,113.40861, 
24.05787,113.40871, 
24.05994,113.4088, 
24.06201,113.40889, 
24.06408,113.40899, 
24.06615,113.40908, 
24.06822,113.40918, 
24.07237,113.40937, 
24.07445,113.40947, 
24.07653,113.40956, 
24.07861,113.40966, 
24.08069,113.40976, 
24.08277,113.40985, 
24.08486,113.40995, 
24.08694,113.41005, 
24.09112,113.41024, 
24.09321,113.41033, 
24.0953,113.41042, 
24.09949,113.41061, 
24.10159,113.4107, 
24.10368,113.4108, 
24.10788,113.411, 
24.10998,113.4111, 
24.11208,113.4112, 
24.1163,113.4114, 
24.1184,113.4115, 
24.12051,113.41161, 
24.12474,113.41181, 
24.12686,113.41191, 
24.12897,113.41201, 
24.13321,113.41222, 
24.13534,113.41232, 
24.13747,113.41242, 
24.14172,113.41262, 
24.14385,113.41272, 
24.14598,113.41282, 
24.14811,113.41292, 
24.15025,113.41303, 
24.15238,113.41313, 
24.15451,113.41324, 
24.15879,113.41344, 
24.16093,113.41355, 
24.16306,113.41365, 
24.16735,113.41386, 
24.16949,113.41396, 
24.17163,113.41407, 
24.17592,113.41427, 
24.17807,113.41438, 
24.18022,113.41448, 
24.18453,113.41469, 
24.18668,113.41479, 
24.18883,113.41489, 
24.19314,113.4151, 
24.1953,113.41519, 
24.19746,113.41529, 
24.19962,113.41538, 
24.20178,113.41547, 
24.20395,113.41557, 
24.20611,113.41566, 
24.20828,113.41574, 
24.21044,113.41582, 
24.21261,113.41591, 
24.21695,113.41607, 
24.21912,113.41615, 
24.22129,113.41623, 
24.22346,113.4163, 
24.22563,113.41637, 
24.2278,113.41644, 
24.22997,113.41651, 
24.23215,113.41658, 
24.2365,113.41671, 
24.23868,113.41677, 
24.24086,113.41683, 
24.24522,113.41695, 
24.2474,113.41701, 
24.24959,113.41707, 
24.25396,113.41719, 
24.25615,113.41724, 
24.25834,113.4173, 
24.26272,113.4174, 
24.26491,113.41745, 
24.2671,113.41751, 
24.27148,113.41762, 
24.27368,113.41767, 
24.27587,113.41772, 
24.28027,113.41783, 
24.28247,113.41788, 
24.28467,113.41794, 
24.28907,113.41805, 
24.29127,113.4181, 
24.29347,113.41816, 
24.29788,113.41826, 
24.30009,113.41831, 
24.30229,113.41836, 
24.3067,113.41846, 
24.3089,113.41851, 
24.31111,113.41857, 
24.31552,113.41867, 
24.31773,113.41873, 
24.31994,113.41879, 
24.32435,113.41889, 
24.32657,113.41895, 
24.32878,113.419, 
24.3332,113.4191, 
24.33542,113.41915, 
24.33763,113.4192, 
24.34206,113.41931, 
24.34428,113.41936, 
24.3465,113.41942, 
24.35093,113.41953, 
24.35315,113.41959, 
24.35537,113.41964, 
24.35981,113.41975, 
24.36203,113.4198, 
24.36425,113.41985, 
24.36869,113.41996, 
24.37091,113.42001, 
24.37313,113.42007, 
24.37758,113.42018, 
24.3798,113.42023, 
24.38202,113.42029, 
24.38647,113.4204, 
24.3887,113.42046, 
24.39092,113.42052, 
24.39538,113.42063, 
24.3976,113.42069, 
24.39983,113.42075, 
24.40429,113.42086, 
24.40651,113.42092, 
24.40874,113.42098, 
24.4132,113.42109, 
24.41543,113.42115, 
24.41765,113.42121, 
24.42211,113.42133, 
24.42434,113.42139, 
24.42657,113.42145, 
24.43103,113.42157, 
24.43326,113.42163, 
24.43549,113.42169, 
24.43996,113.42181, 
24.44219,113.42188, 
24.44442,113.42194, 
24.44888,113.42206, 
24.4511,113.42213, 
24.45333,113.42219, 
24.45777,113.42232, 
24.46,113.42238, 
24.46221,113.42245, 
24.46664,113.42258, 
24.46885,113.42264, 
24.47105,113.42271, 
24.47546,113.42284, 
24.47766,113.42291, 
24.47985,113.42298, 
24.48424,113.42311, 
24.48643,113.42318, 
24.48861,113.42325, 
24.49297,113.42339, 
24.49515,113.42346, 
24.49732,113.42352, 
24.49949,113.42359, 
24.50166,113.42366, 
24.50383,113.42373, 
24.50599,113.4238, 
24.50815,113.42387, 
24.51031,113.42393, 
24.51246,113.424, 
24.51461,113.42407, 
24.51676,113.42414, 
24.52106,113.42427, 
24.52321,113.42434, 
24.52535,113.4244, 
24.52749,113.42447, 
24.52963,113.42453, 
24.53177,113.4246, 
24.5339,113.42466, 
24.53604,113.42472, 
24.53817,113.42479, 
24.5403,113.42485, 
24.54243,113.42491, 
24.54456,113.42498, 
24.54669,113.42504, 
24.55094,113.42516, 
24.55306,113.42523, 
24.55519,113.42529, 
24.55943,113.42541, 
24.56155,113.42547, 
24.56366,113.42554, 
24.5679,113.42566, 
24.57001,113.42572, 
24.57213,113.42579, 
24.57635,113.42592, 
24.57847,113.42598, 
24.58058,113.42605, 
24.5848,113.42618, 
24.58691,113.42625, 
24.58902,113.42631, 
24.59324,113.42644, 
24.59535,113.42651, 
24.59746,113.42657, 
24.60168,113.4267, 
24.60379,113.42677, 
24.6059,113.42684, 
24.61012,113.42697, 
24.61222,113.42703, 
24.61433,113.42709, 
24.61854,113.42722, 
24.62065,113.42728, 
24.62275,113.42735, 
24.62696,113.42747, 
24.62906,113.42753, 
24.63117,113.4276, 
24.63538,113.42772, 
24.63748,113.42779, 
24.63958,113.42785, 
24.64379,113.42797, 
24.64589,113.42804, 
24.64799,113.4281, 
24.6522,113.42822, 
24.6543,113.42828, 
24.6564,113.42834, 
24.6606,113.42846, 
24.66269,113.42852, 
24.66479,113.42859, 
24.66899,113.42871, 
24.67108,113.42877, 
24.67318,113.42883, 
24.67737,113.42895, 
24.67946,113.42901, 
24.68155,113.42907, 
24.68364,113.42913, 
24.68782,113.42925, 
24.68991,113.42931, 
24.692,113.42937, 
24.69409,113.42944, 
24.69618,113.4295, 
24.69826,113.42956, 
24.70035,113.42962, 
24.70452,113.42974, 
24.70661,113.4298, 
24.70869,113.42986, 
24.71077,113.42993, 
24.71494,113.43005, 
24.71702,113.43011, 
24.7191,113.43017, 
24.72326,113.43028, 
24.72535,113.43034, 
24.72743,113.4304, 
24.72951,113.43046, 
24.73159,113.43052, 
24.73367,113.43058, 
24.73576,113.43064, 
24.73784,113.4307, 
24.73992,113.43076, 
24.742,113.43082, 
24.74409,113.43087, 
24.74617,113.43093, 
24.74826,113.43099, 
24.75034,113.43105, 
24.75242,113.43111, 
24.75451,113.43116, 
24.7566,113.43122, 
24.75869,113.43128, 
24.76078,113.43134, 
24.76287,113.4314, 
24.76496,113.43146, 
24.76705,113.43151, 
24.77125,113.43163, 
24.77334,113.43169, 
24.77543,113.43174, 
24.77963,113.43185, 
24.78172,113.43191, 
24.78382,113.43197, 
24.78592,113.43202, 
24.78802,113.43208, 
24.79012,113.43213, 
24.79222,113.43219, 
24.79644,113.4323, 
24.79854,113.43235, 
24.80065,113.43241, 
24.80276,113.43247, 
24.80487,113.43253, 
24.80698,113.43258, 
24.8091,113.43264, 
24.81121,113.4327, 
24.81333,113.43276, 
24.81756,113.43287, 
24.81968,113.43293, 
24.82181,113.43298, 
24.82605,113.43309, 
24.82817,113.43314, 
24.8303,113.4332, 
24.83455,113.4333, 
24.83667,113.43336, 
24.8388,113.43342, 
24.84306,113.43353, 
24.84519,113.43359, 
24.84733,113.43364, 
24.84946,113.4337, 
24.85373,113.43381, 
24.85586,113.43387, 
24.858,113.43393, 
24.86014,113.43398, 
24.86227,113.43404, 
24.86441,113.4341, 
24.86655,113.43415, 
24.86869,113.43421, 
24.87083,113.43427, 
24.87298,113.43433, 
24.87512,113.4344, 
24.87727,113.43446, 
24.87941,113.43452, 
24.88156,113.43459, 
24.88371,113.43466, 
24.88586,113.43473, 
24.888,113.43479, 
24.89015,113.43486, 
24.8923,113.43492, 
24.89445,113.43499, 
24.89873,113.43511, 
24.90088,113.43517, 
24.90303,113.43523, 
24.90518,113.43529, 
24.90947,113.43541, 
24.91162,113.43547, 
24.91377,113.43553, 
24.91592,113.43559, 
24.91806,113.43566, 
24.92021,113.43572, 
24.92236,113.43579, 
24.92665,113.43592, 
24.92881,113.43598, 
24.93095,113.43606, 
24.93525,113.43619, 
24.9374,113.43626, 
24.93956,113.43633, 
24.94387,113.43646, 
24.94603,113.43654, 
24.94818,113.43662, 
24.95249,113.43676, 
24.95465,113.43684, 
24.95681,113.43691, 
24.96113,113.43706, 
24.96329,113.43713, 
24.96545,113.4372, 
24.96761,113.43728, 
24.96977,113.43736, 
24.97409,113.4375, 
24.97625,113.43758, 
24.97841,113.43766, 
24.98057,113.43774, 
24.98273,113.43781, 
24.9849,113.43789, 
24.98706,113.43797, 
24.98922,113.43805, 
24.99138,113.43812, 
24.99355,113.4382, 
24.9957,113.43828, 
24.99786,113.43836, 
25.00002,113.43843, 
25.00218,113.43851, 
25.00434,113.43858, 
25.0065,113.43866, 
25.00865,113.43873, 
25.01081,113.4388, 
25.01297,113.43888, 
25.01513,113.43895, 
25.01729,113.43902, 
25.01944,113.43908, 
25.0216,113.43916, 
25.02376,113.43923, 
25.02592,113.4393, 
25.02808,113.43937, 
25.03023,113.43943, 
25.03239,113.4395, 
25.03455,113.43957, 
25.0367,113.43963, 
25.03886,113.4397, 
25.04101,113.43976, 
25.04317,113.43983, 
25.04533,113.43989, 
25.04748,113.43995, 
25.04964,113.44001, 
25.05179,113.44008, 
25.05395,113.44014, 
25.0561,113.4402, 
25.05825,113.44026, 
25.0604,113.44032, 
25.06256,113.44038, 
25.06471,113.44044, 
25.06686,113.4405, 
25.06902,113.44056, 
25.07117,113.44062, 
25.07332,113.44068, 
25.07547,113.44074, 
25.07762,113.44079, 
25.07977,113.44085, 
25.08192,113.44091, 
25.08407,113.44097, 
25.08622,113.44102, 
25.08837,113.44108, 
25.09051,113.44113, 
25.09266,113.44119, 
25.09481,113.44125, 
25.09696,113.4413, 
25.0991,113.44136, 
25.10125,113.44141, 
25.10339,113.44147, 
25.10554,113.44153, 
25.10982,113.44164, 
25.11196,113.44169, 
25.1141,113.44175, 
25.11839,113.44186, 
25.12053,113.44192, 
25.12267,113.44198, 
25.12695,113.44209, 
25.12909,113.44214, 
25.13123,113.4422, 
25.1355,113.44231, 
25.13764,113.44237, 
25.13977,113.44242, 
25.14191,113.44248, 
25.14404,113.44253, 
25.14618,113.44258, 
25.14831,113.44264, 
25.15045,113.44269, 
25.15258,113.44274, 
25.15685,113.44285, 
25.15898,113.4429, 
25.16112,113.44295, 
25.16538,113.44306, 
25.16751,113.44311, 
25.16964,113.44316, 
25.17391,113.44327, 
25.17604,113.44332, 
25.17817,113.44337, 
25.18243,113.44348, 
25.18457,113.44353, 
25.1867,113.44358, 
25.18884,113.44364, 
25.19097,113.44369, 
25.1931,113.44374, 
25.19523,113.4438, 
25.19736,113.44385, 
25.19949,113.4439, 
25.20162,113.44396, 
25.20375,113.44401, 
25.20588,113.44406, 
25.20801,113.44411, 
25.21013,113.44416, 
25.21226,113.44422, 
25.21439,113.44427, 
25.21652,113.44432, 
25.22077,113.44443, 
25.2229,113.44448, 
25.22503,113.44454, 
25.22716,113.44459, 
25.22928,113.44465, 
25.23141,113.44471, 
25.23354,113.44476, 
25.23567,113.44482, 
25.2378,113.44488, 
25.23992,113.44494, 
25.24205,113.445, 
25.24418,113.44506, 
25.24631,113.44512, 
25.24844,113.44518, 
25.25056,113.44524, 
25.25269,113.4453, 
25.25482,113.44536, 
25.25695,113.44542, 
25.25908,113.44548, 
25.26121,113.44554, 
25.26333,113.4456, 
25.26546,113.44566, 
25.26759,113.44572, 
25.26972,113.44578, 
25.27185,113.44584, 
25.27397,113.4459, 
25.2761,113.44596, 
25.27823,113.44602, 
25.28036,113.44608, 
25.28249,113.44615, 
25.28461,113.44621, 
25.28674,113.44627, 
25.28887,113.44633, 
25.291,113.44639, 
25.29313,113.44645, 
25.29526,113.44651, 
25.29739,113.44658, 
25.29952,113.44664, 
25.30165,113.4467, 
25.30378,113.44676, 
25.30591,113.44682, 
25.30804,113.44689, 
25.31017,113.44695, 
25.31229,113.44701, 
25.31442,113.44707, 
25.31655,113.44713, 
25.31868,113.4472, 
25.32081,113.44726, 
25.32294,113.44732, 
25.32507,113.44738, 
25.32719,113.44745, 
25.32932,113.44751, 
25.33145,113.44757, 
25.33358,113.44763, 
25.33571,113.4477, 
25.33784,113.44776, 
25.33997,113.44782, 
25.3421,113.44789, 
25.34423,113.44795, 
25.34636,113.44801, 
25.34849,113.44807, 
25.35062,113.44814, 
25.35275,113.4482, 
25.35488,113.44826, 
25.35701,113.44832, 
25.35914,113.44839, 
25.36126,113.44845, 
25.36339,113.44851, 
25.36552,113.44858, 
25.36765,113.44864, 
25.36978,113.4487, 
25.37191,113.44877, 
25.37404,113.44883, 
25.37617,113.4489, 
25.3783,113.44896, 
25.38043,113.44902, 
25.38256,113.44909, 
25.38469,113.44915, 
25.38682,113.44922, 
25.38895,113.44928, 
25.39108,113.44934, 
25.39321,113.44941, 
25.39534,113.44947, 
25.39748,113.44953, 
25.39961,113.44959, 
25.40174,113.44966, 
25.40387,113.44972, 
25.406,113.44978, 
25.40813,113.44985, 
25.41027,113.44991, 
25.4124,113.44997, 
25.41453,113.45003, 
25.41666,113.4501, 
25.4188,113.45016, 
25.42093,113.45023, 
25.42306,113.45029, 
25.42519,113.45035, 
25.42733,113.45042, 
25.42946,113.45048, 
25.43159,113.45054, 
25.43373,113.4506, 
25.43586,113.45067, 
25.438,113.45073, 
25.44013,113.45079, 
25.44226,113.45085, 
25.4444,113.45092, 
25.44653,113.45098, 
25.44867,113.45104, 
25.4508,113.4511, 
25.45294,113.45116, 
25.45507,113.45123, 
25.45721,113.45129, 
25.45934,113.45135, 
25.46148,113.45141, 
25.46361,113.45147, 
25.46575,113.45153, 
25.46788,113.45159, 
25.47002,113.45165, 
25.47216,113.45171, 
25.47429,113.45177, 
25.47643,113.45183, 
25.47856,113.45189, 
25.4807,113.45196, 
25.48284,113.45202, 
25.48497,113.45208, 
25.48711,113.45214, 
25.48925,113.4522, 
25.49138,113.45226, 
25.49352,113.45233, 
25.49566,113.45239, 
25.49779,113.45245, 
25.49993,113.45251, 
25.50207,113.45258, 
25.5042,113.45265, 
25.50634,113.45271, 
25.50848,113.45278, 
25.51062,113.45285, 
25.51275,113.45292, 
25.51489,113.45299, 
25.51703,113.45305, 
25.51917,113.45312, 
25.5213,113.45319, 
25.52344,113.45326, 
25.52558,113.45333, 
25.52772,113.4534, 
25.52986,113.45348, 
25.532,113.45355, 
25.53413,113.45362, 
25.53627,113.45369, 
25.53841,113.45375, 
25.54055,113.45382, 
25.54269,113.45389, 
25.54483,113.45396, 
25.54697,113.45403, 
25.54911,113.4541, 
25.55125,113.45417, 
25.55339,113.45424, 
25.55553,113.45431, 
25.55767,113.45438, 
25.55981,113.45445, 
25.56195,113.45452, 
25.56409,113.45459, 
25.56623,113.45466, 
25.56837,113.45473, 
25.57051,113.45479, 
25.57265,113.45486, 
25.57479,113.45493, 
25.57693,113.455, 
25.57907,113.45507, 
25.58121,113.45514, 
25.58335,113.4552, 
25.58549,113.45527, 
25.58763,113.45533, 
25.58977,113.4554, 
25.59191,113.45546, 
25.59405,113.45553, 
25.59619,113.45559, 
25.59833,113.45566, 
25.60048,113.45572, 
25.60262,113.45579, 
25.60476,113.45585, 
25.6069,113.45592, 
25.60904,113.45599, 
25.61119,113.45606, 
25.61333,113.45612, 
25.61547,113.45619, 
25.61762,113.45626, 
25.61976,113.45633, 
25.6219,113.4564, 
25.62405,113.45647, 
25.62619,113.45654, 
25.62834,113.45661, 
25.63048,113.45667, 
25.63262,113.45674, 
25.63477,113.45681, 
25.63691,113.45688, 
25.63906,113.45695, 
25.6412,113.45702, 
25.64335,113.45708, 
25.64549,113.45715, 
25.64764,113.45722, 
25.64978,113.45729, 
25.65193,113.45735, 
25.65407,113.45742, 
25.65622,113.45749, 
25.65836,113.45755, 
25.66051,113.45762, 
25.66266,113.45768, 
25.6648,113.45775, 
25.66695,113.45781, 
25.66909,113.45788, 
25.67124,113.45794, 
25.67339,113.45801, 
25.67553,113.45807, 
25.67768,113.45813, 
25.67982,113.4582, 
25.68197,113.45826, 
25.68412,113.45832, 
25.68626,113.45838, 
25.68841,113.45844, 
25.69056,113.4585, 
25.6927,113.45856, 
25.69485,113.45862, 
25.697,113.45868, 
25.69914,113.45874, 
25.70129,113.4588, 
25.70344,113.45886, 
25.70559,113.45891, 
25.70774,113.45897, 
25.70989,113.45903, 
25.71205,113.45908, 
25.7142,113.45914, 
25.71636,113.4592, 
25.71852,113.45926, 
25.72068,113.45931, 
25.72285,113.45937, 
25.72501,113.45943, 
25.72718,113.45949, 
25.72934,113.45955, 
25.73151,113.45961, 
25.73369,113.45967, 
25.73586,113.45972, 
25.73803,113.45978, 
25.74021,113.45984, 
25.74239,113.4599, 
25.74457,113.45996, 
25.74675,113.46002, 
25.74894,113.46008, 
25.75112,113.46014, 
25.75331,113.4602, 
25.7555,113.46026, 
25.75769,113.46032, 
25.75988,113.46038, 
25.76207,113.46044, 
25.76427,113.4605, 
25.76646,113.46056, 
25.76866,113.46061, 
25.77086,113.46067, 
25.77306,113.46073, 
25.77527,113.46079, 
25.77747,113.46085, 
25.77968,113.46091, 
25.78188,113.46097, 
25.78409,113.46103, 
25.7863,113.46109, 
25.78851,113.46115, 
25.79072,113.46121, 
25.79294,113.46127, 
25.79515,113.46133, 
25.79737,113.46139, 
25.79959,113.46145, 
25.8018,113.46151, 
25.80402,113.46157, 
25.80625,113.46163, 
25.80847,113.46169, 
25.81069,113.46175, 
25.81292,113.46181, 
25.81515,113.46187, 
25.81738,113.46193, 
25.81961,113.46199, 
25.82184,113.46206, 
25.82407,113.46212, 
25.82631,113.46218, 
25.82854,113.46225, 
25.83078,113.46231, 
25.83302,113.46238, 
25.83526,113.46244, 
25.8375,113.4625, 
25.83975,113.46257, 
25.84199,113.46263, 
25.84424,113.46269, 
25.84648,113.46276, 
25.84873,113.46282, 
25.85098,113.46289, 
25.85323,113.46295, 
25.85549,113.46302, 
25.85774,113.46308, 
25.86,113.46315, 
25.86226,113.46321, 
25.86451,113.46328, 
25.86677,113.46334, 
25.86904,113.46341, 
25.8713,113.46347, 
25.87357,113.46354, 
25.87583,113.4636, 
25.8781,113.46367, 
25.88037,113.46374, 
25.88264,113.4638, 
25.88492,113.46387, 
25.88719,113.46393, 
25.88947,113.464, 
25.89175,113.46406, 
25.89403,113.46413, 
25.89631,113.4642, 
25.89859,113.46426, 
25.90088,113.46433, 
25.90316,113.46439, 
25.90545,113.46446, 
25.90774,113.46452, 
25.91003,113.46459, 
25.91232,113.46465, 
25.91461,113.46472, 
25.91691,113.46478, 
25.9192,113.46484, 
25.9215,113.46491, 
25.9238,113.46497, 
25.9261,113.46504, 
25.9284,113.4651, 
25.9307,113.46517, 
25.93301,113.46523, 
25.93531,113.4653, 
25.93762,113.46536, 
25.93993,113.46543, 
25.94224,113.4655, 
25.94455,113.46556, 
25.94686,113.46563, 
25.94917,113.4657, 
25.95149,113.46576, 
25.9538,113.46583, 
25.95612,113.4659, 
25.95844,113.46597, 
25.96076,113.46603, 
25.96308,113.4661, 
25.9654,113.46617, 
25.96773,113.46624, 
25.97005,113.46631, 
25.97238,113.46638, 
25.97471,113.46646, 
25.97704,113.46655, 
25.97937,113.46666, 
25.98171,113.46679, 
25.98405,113.46694, 
25.98639,113.46711, 
25.98873,113.4673, 
25.99107,113.46752, 
25.99342,113.46775, 
25.99576,113.46801, 
26.00045,113.46856, 
26.0028,113.46888, 
26.00514,113.46922, 
26.00984,113.46994, 
26.01218,113.47034, 
26.01453,113.47076, 
26.01687,113.4712, 
26.01922,113.47166, 
26.0239,113.47262, 
26.02624,113.47314, 
26.02858,113.47368, 
26.03324,113.4748, 
26.03557,113.4754, 
26.0379,113.47602, 
26.04255,113.4773, 
26.04487,113.47797, 
26.04719,113.47866, 
26.05181,113.4801, 
26.05412,113.48085, 
26.05642,113.48163, 
26.06102,113.48322, 
26.06332,113.48405, 
26.06561,113.4849, 
26.07017,113.48664, 
26.07245,113.48756, 
26.07472,113.48848, 
26.07925,113.49037, 
26.0815,113.49136, 
26.08375,113.49236, 
26.086,113.49338, 
26.09048,113.49545, 
26.09271,113.49652, 
26.09494,113.49759, 
26.0994,113.49973, 
26.10163,113.50079, 
26.10386,113.50185, 
26.10834,113.50393, 
26.11059,113.50493, 
26.11285,113.50591, 
26.11739,113.50783, 
26.11967,113.50875, 
26.12195,113.50964, 
26.12652,113.51139, 
26.12882,113.51222, 
26.13112,113.51303, 
26.13573,113.51462, 
26.13805,113.51537, 
26.14037,113.51611, 
26.14501,113.51754, 
26.14734,113.51822, 
26.14967,113.51888, 
26.15435,113.52016, 
